State_County,State,County,Levels_Smokers,Levels_COPD
"McCulloch, Texas",Texas,McCulloch,17.8,8.5
"Ward, Texas",Texas,Ward,17.1,6.1
"Mason, Texas",Texas,Mason,14.8,8.1
"Waller, Texas",Texas,Waller,17.3,6.0
"Terrell, Texas",Texas,Terrell,13.9,7.8
"Botetourt, Virginia",Virginia,Botetourt,16.0,8.3
"Wichita, Texas",Texas,Wichita,18.3,7.0
"Nelson, Virginia",Virginia,Nelson,17.7,9.5
"Medina, Texas",Texas,Medina,15.2,5.8
"Manassas, Virginia",Virginia,Manassas,15.4,5.3
"Scott, Virginia",Virginia,Scott,21.0,11.8
"Fairfax City, Virginia",Virginia,Fairfax City,10.9,4.4
"Live Oak, Texas",Texas,Live Oak,19.1,7.9
"Hanover, Virginia",Virginia,Hanover,14.9,6.6
"King and Queen, Virginia",Virginia,King and Queen,18.5,9.1
"Chesterfield, Virginia",Virginia,Chesterfield,14.5,6.2
"Addison, Vermont",Vermont,Addison,13.7,6.3
"Box Elder, Utah",Utah,Box Elder,10.7,5.4
"Weber, Utah",Utah,Weber,10.5,4.9
"San Augustine, Texas",Texas,San Augustine,21.1,11.8
"Lynchburg, Virginia",Virginia,Lynchburg,17.0,6.9
"Van Zandt, Texas",Texas,Van Zandt,19.7,9.2
"Giles, Virginia",Virginia,Giles,19.6,9.5
"Buckingham, Virginia",Virginia,Buckingham,22.6,10.2
"Marion, Texas",Texas,Marion,21.1,11.4
"Iron, Utah",Utah,Iron,10.5,5.8
"Winkler, Texas",Texas,Winkler,17.7,6.1
"Suffolk, Virginia",Virginia,Suffolk,17.4,6.8
"King George, Virginia",Virginia,King George,15.9,6.1
"Juab, Utah",Utah,Juab,12.6,6.0
"Waynesboro, Virginia",Virginia,Waynesboro,19.4,8.8
"King William, Virginia",Virginia,King William,18.3,7.6
"Zavala, Texas",Texas,Zavala,18.9,7.6
"Sterling, Texas",Texas,Sterling,17.3,6.4
"Washington, Utah",Utah,Washington,8.6,6.0
"Fauquier, Virginia",Virginia,Fauquier,14.4,6.5
"Clallam, Washington",Washington,Clallam,14.7,8.3
"Bristol, Virginia",Virginia,Bristol,21.1,11.0
"Campbell, Virginia",Virginia,Campbell,19.2,9.1
"Wilson, Texas",Texas,Wilson,14.9,5.9
"Greene, Virginia",Virginia,Greene,18.1,8.2
"Stephens, Texas",Texas,Stephens,19.4,8.7
"Orange, Texas",Texas,Orange,21.0,8.3
"Page, Virginia",Virginia,Page,21.9,10.8
"Montgomery, Virginia",Virginia,Montgomery,15.9,6.1
"Rains, Texas",Texas,Rains,19.5,9.7
"Smith, Texas",Texas,Smith,16.9,7.2
"Pulaski, Virginia",Virginia,Pulaski,19.4,9.7
"Martin, Texas",Texas,Martin,16.9,5.8
"Nueces, Texas",Texas,Nueces,15.7,5.9
"Powhatan, Virginia",Virginia,Powhatan,16.4,7.4
"Titus, Texas",Texas,Titus,18.7,7.3
"Mathews, Virginia",Virginia,Mathews,15.5,9.5
"Charles City, Virginia",Virginia,Charles City,20.8,10.3
"McLennan, Texas",Texas,McLennan,17.7,6.8
"Covington, Virginia",Virginia,Covington,20.8,9.9
"Fairfax, Virginia",Virginia,Fairfax,10.6,4.3
"Sussex, Virginia",Virginia,Sussex,21.6,8.7
"Menard, Texas",Texas,Menard,15.6,9.1
"Charlotte, Virginia",Virginia,Charlotte,22.8,11.9
"Duchesne, Utah",Utah,Duchesne,13.8,6.4
"Upshur, Texas",Texas,Upshur,20.2,9.0
"Gloucester, Virginia",Virginia,Gloucester,17.1,8.0
"Dickenson, Virginia",Virginia,Dickenson,24.3,13.4
"Young, Texas",Texas,Young,18.5,8.6
"Millard, Utah",Utah,Millard,11.7,6.7
"Randall, Texas",Texas,Randall,14.6,5.5
"Windham, Vermont",Vermont,Windham,16.8,8.0
"Louisa, Virginia",Virginia,Louisa,19.0,9.4
"Bland, Virginia",Virginia,Bland,19.8,9.5
"Douglas, Washington",Washington,Douglas,15.6,6.5
"Asotin, Washington",Washington,Asotin,17.4,8.6
"Norton, Virginia",Virginia,Norton,21.6,10.4
"Chesapeake, Virginia",Virginia,Chesapeake,16.1,6.3
"Cowlitz, Washington",Washington,Cowlitz,19.1,7.9
"Orange, Virginia",Virginia,Orange,17.9,8.2
"Scurry, Texas",Texas,Scurry,18.5,7.1
"San Juan, Utah",Utah,San Juan,16.1,8.4
"Northampton, Virginia",Virginia,Northampton,18.1,10.3
"Tyler, Texas",Texas,Tyler,20.9,9.7
"Montague, Texas",Texas,Montague,19.7,9.7
"Buena Vista, Virginia",Virginia,Buena Vista,23.1,11.5
"Bath, Virginia",Virginia,Bath,20.5,11.9
"Wise, Virginia",Virginia,Wise,24.5,11.6
"Garfield, Utah",Utah,Garfield,10.9,7.0
"Chittenden, Vermont",Vermont,Chittenden,12.1,5.3
"Madison, Virginia",Virginia,Madison,18.8,9.5
"Henrico, Virginia",Virginia,Henrico,14.3,6.0
"Danville, Virginia",Virginia,Danville,21.6,10.7
"Sabine, Texas",Texas,Sabine,20.1,12.4
"Llano, Texas",Texas,Llano,16.0,10.4
"Halifax, Virginia",Virginia,Halifax,20.0,10.5
"Lee, Virginia",Virginia,Lee,24.3,13.0
"Clark, Washington",Washington,Clark,12.8,5.8
"Grand, Utah",Utah,Grand,10.9,5.9
"Mitchell, Texas",Texas,Mitchell,18.7,6.3
"Falls Church, Virginia",Virginia,Falls Church,8.8,3.7
"Wharton, Texas",Texas,Wharton,17.5,7.5
"Beaver, Utah",Utah,Beaver,11.3,6.0
"Webb, Texas",Texas,Webb,16.7,5.6
"Bennington, Vermont",Vermont,Bennington,16.0,8.1
"Franklin City, Virginia",Virginia,Franklin City,20.5,9.8
"Craig, Virginia",Virginia,Craig,17.2,8.7
"Matagorda, Texas",Texas,Matagorda,17.6,7.4
"Ochiltree, Texas",Texas,Ochiltree,18.6,6.8
"Madison, Texas",Texas,Madison,19.4,6.8
"Parker, Texas",Texas,Parker,17.4,6.9
"Caledonia, Vermont",Vermont,Caledonia,17.4,8.3
"Lunenburg, Virginia",Virginia,Lunenburg,22.3,10.8
"Chelan, Washington",Washington,Chelan,14.9,6.3
"Westmoreland, Virginia",Virginia,Westmoreland,18.4,9.6
"Rusk, Texas",Texas,Rusk,20.0,7.9
"Sanpete, Utah",Utah,Sanpete,12.4,6.0
"Val Verde, Texas",Texas,Val Verde,16.4,6.1
"Montgomery, Texas",Texas,Montgomery,15.0,5.9
"Clarke, Virginia",Virginia,Clarke,15.8,7.9
"Hopewell, Virginia",Virginia,Hopewell,23.4,9.9
"Augusta, Virginia",Virginia,Augusta,18.8,8.7
"Rappahannock, Virginia",Virginia,Rappahannock,15.0,8.5
"Sherman, Texas",Texas,Sherman,16.7,6.6
"Presidio, Texas",Texas,Presidio,18.8,10.2
"Mills, Texas",Texas,Mills,17.5,9.7
"Rutland, Vermont",Vermont,Rutland,17.2,7.9
"Kane, Utah",Utah,Kane,10.2,6.7
"Surry, Virginia",Virginia,Surry,19.2,9.8
"Essex, Virginia",Virginia,Essex,20.8,10.6
"Columbia, Washington",Washington,Columbia,16.1,8.1
"Sheboygan, Wisconsin",Wisconsin,Sheboygan,15.3,5.9
"Washakie, Wyoming",Wyoming,Washakie,16.6,7.8
"Green, Wisconsin",Wisconsin,Green,16.4,6.4
"Barbour, West Virginia",West Virginia,Barbour,23.6,12.1
"Jackson, West Virginia",West Virginia,Jackson,22.9,11.5
"Grant, West Virginia",West Virginia,Grant,23.7,12.9
"Pleasants, West Virginia",West Virginia,Pleasants,24.4,10.8
"Douglas, Wisconsin",Wisconsin,Douglas,17.4,6.7
"Hancock, West Virginia",West Virginia,Hancock,23.1,11.5
"Upshur, West Virginia",West Virginia,Upshur,23.8,12.0
"Taylor, Wisconsin",Wisconsin,Taylor,18.9,7.7
"Milwaukee, Wisconsin",Wisconsin,Milwaukee,18.2,5.7
"Mason, Washington",Washington,Mason,17.6,8.1
"Preston, West Virginia",West Virginia,Preston,23.9,10.9
"Washington, Wisconsin",Wisconsin,Washington,14.2,5.4
"Sawyer, Wisconsin",Wisconsin,Sawyer,18.4,8.6
"Cabell, West Virginia",West Virginia,Cabell,21.9,10.6
"Taylor, West Virginia",West Virginia,Taylor,24.5,11.5
"Boone, West Virginia",West Virginia,Boone,26.7,13.7
"Big Horn, Wyoming",Wyoming,Big Horn,17.0,8.4
"Spokane, Washington",Washington,Spokane,15.7,6.2
"Washburn, Wisconsin",Wisconsin,Washburn,16.8,8.0
"Uinta, Wyoming",Wyoming,Uinta,18.8,7.6
"Hardy, West Virginia",West Virginia,Hardy,22.9,11.9
"Lafayette, Wisconsin",Wisconsin,Lafayette,18.1,7.2
"Vernon, Wisconsin",Wisconsin,Vernon,18.2,8.0
"Walworth, Wisconsin",Wisconsin,Walworth,15.7,5.8
"Ashland, Wisconsin",Wisconsin,Ashland,19.8,8.2
"Stevens, Washington",Washington,Stevens,17.3,8.9
"St. Croix, Wisconsin",Wisconsin,St. Croix,14.6,4.9
"Langlade, Wisconsin",Wisconsin,Langlade,18.6,8.4
"Crawford, Wisconsin",Wisconsin,Crawford,17.9,7.8
"Dane, Wisconsin",Wisconsin,Dane,12.0,4.1
"Teton, Wyoming",Wyoming,Teton,11.6,4.5
"Brooke, West Virginia",West Virginia,Brooke,21.6,10.8
"Lincoln, Wisconsin",Wisconsin,Lincoln,17.4,7.2
"Outagamie, Wisconsin",Wisconsin,Outagamie,14.9,5.5
"Grant, Washington",Washington,Grant,17.2,6.3
"Lincoln, Washington",Washington,Lincoln,15.5,8.1
"Gilmer, West Virginia",West Virginia,Gilmer,23.1,9.4
"Trempealeau, Wisconsin",Wisconsin,Trempealeau,17.2,6.6
"Mason, West Virginia",West Virginia,Mason,23.9,12.3
"Grant, Wisconsin",Wisconsin,Grant,16.9,6.6
"Wayne, West Virginia",West Virginia,Wayne,26.8,13.2
"Kittitas, Washington",Washington,Kittitas,14.4,6.1
"Summers, West Virginia",West Virginia,Summers,24.0,13.5
"Monongalia, West Virginia",West Virginia,Monongalia,19.1,7.2
"Calumet, Wisconsin",Wisconsin,Calumet,15.3,5.4
"Fayette, West Virginia",West Virginia,Fayette,26.4,12.8
"San Juan, Washington",Washington,San Juan,10.7,6.7
"Pendleton, West Virginia",West Virginia,Pendleton,22.8,13.3
"Pepin, Wisconsin",Wisconsin,Pepin,17.3,7.4
"Waushara, Wisconsin",Wisconsin,Waushara,18.6,8.1
"Marion, West Virginia",West Virginia,Marion,23.0,10.6
"Wood, West Virginia",West Virginia,Wood,21.7,11.3
"Vilas, Wisconsin",Wisconsin,Vilas,15.9,8.0
"Thurston, Washington",Washington,Thurston,13.6,5.5
"Forest, Wisconsin",Wisconsin,Forest,20.2,8.8
"Hampshire, West Virginia",West Virginia,Hampshire,24.3,12.3
"Ozaukee, Wisconsin",Wisconsin,Ozaukee,12.2,4.9
"Snohomish, Washington",Washington,Snohomish,14.0,5.0
"Whatcom, Washington",Washington,Whatcom,14.6,5.9
"Randolph, West Virginia",West Virginia,Randolph,24.7,12.1
"Richland, Wisconsin",Wisconsin,Richland,17.9,7.9
"Dodge, Wisconsin",Wisconsin,Dodge,17.6,6.5
"Logan, West Virginia",West Virginia,Logan,27.4,14.5
"Natrona, Wyoming",Wyoming,Natrona,19.1,6.9
"Albany, Wyoming",Wyoming,Albany,13.4,5.0
"Raleigh, West Virginia",West Virginia,Raleigh,23.8,12.0
"Chippewa, Wisconsin",Wisconsin,Chippewa,17.0,6.6
"Greenbrier, West Virginia",West Virginia,Greenbrier,23.1,12.3
"Fond du Lac, Wisconsin",Wisconsin,Fond du Lac,16.3,6.3
"Oconto, Wisconsin",Wisconsin,Oconto,18.0,7.3
"Braxton, West Virginia",West Virginia,Braxton,25.3,13.7
"Lincoln, Wyoming",Wyoming,Lincoln,16.7,7.5
"Roane, West Virginia",West Virginia,Roane,25.5,13.6
"Rusk, Wisconsin",Wisconsin,Rusk,18.8,8.6
"McDowell, West Virginia",West Virginia,McDowell,31.9,18.2
"Racine, Wisconsin",Wisconsin,Racine,16.7,6.0
"Rock, Wisconsin",Wisconsin,Rock,17.0,6.4
"Menominee, Wisconsin",Wisconsin,Menominee,29.2,9.9
"Skamania, Washington",Washington,Skamania,16.4,7.6
"Monroe, Wisconsin",Wisconsin,Monroe,18.0,6.8
"Ohio, West Virginia",West Virginia,Ohio,19.9,9.3
"Iowa, Wisconsin",Wisconsin,Iowa,16.3,6.3
"Park, Wyoming",Wyoming,Park,14.2,6.9
"Mercer, West Virginia",West Virginia,Mercer,24.6,12.9
"Marinette, Wisconsin",Wisconsin,Marinette,18.7,8.3
"Harrison, West Virginia",West Virginia,Harrison,22.6,10.5
"Adams, Wisconsin",Wisconsin,Adams,18.5,8.8
"La Crosse, Wisconsin",Wisconsin,La Crosse,15.4,5.4
"Converse, Wyoming",Wyoming,Converse,18.2,7.4
"Franklin, Washington",Washington,Franklin,15.8,5.0
"Burnett, Wisconsin",Wisconsin,Burnett,17.0,8.4
"Yakima, Washington",Washington,Yakima,16.3,6.4
"Crook, Wyoming",Wyoming,Crook,16.5,8.1
"Skagit, Washington",Washington,Skagit,15.5,6.5
"Marquette, Wisconsin",Wisconsin,Marquette,18.2,8.1
"Wirt, West Virginia",West Virginia,Wirt,26.4,13.9
"Hot Springs, Wyoming",Wyoming,Hot Springs,17.7,9.2
"Florence, Wisconsin",Wisconsin,Florence,17.2,8.0
"Klickitat, Washington",Washington,Klickitat,15.9,7.9
"Putnam, West Virginia",West Virginia,Putnam,20.0,9.1
"King, Washington",Washington,King,10.3,3.9
"Buffalo, Wisconsin",Wisconsin,Buffalo,17.7,7.2
"Eau Claire, Wisconsin",Wisconsin,Eau Claire,15.6,5.5
"Nicholas, West Virginia",West Virginia,Nicholas,24.7,12.7
"Lincoln, West Virginia",West Virginia,Lincoln,26.5,13.9
"Juneau, Wisconsin",Wisconsin,Juneau,19.8,8.1
"Wyoming, West Virginia",West Virginia,Wyoming,28.1,14.2
"Sweetwater, Wyoming",Wyoming,Sweetwater,17.3,6.0
"Wood, Wisconsin",Wisconsin,Wood,16.4,6.9
"Portage, Wisconsin",Wisconsin,Portage,15.2,5.7
"Monroe, West Virginia",West Virginia,Monroe,23.5,12.9
"Jefferson, Wisconsin",Wisconsin,Jefferson,16.6,5.8
"Morgan, West Virginia",West Virginia,Morgan,22.3,11.5
"Oneida, Wisconsin",Wisconsin,Oneida,15.2,7.2
"Wetzel, West Virginia",West Virginia,Wetzel,25.1,13.1
"Sublette, Wyoming",Wyoming,Sublette,16.7,7.0
"Weston, Wyoming",Wyoming,Weston,18.3,8.3
"Lewis, West Virginia",West Virginia,Lewis,25.7,12.5
"Columbia, Wisconsin",Wisconsin,Columbia,17.1,6.1
"Island, Washington",Washington,Island,13.3,6.2
"Dunn, Wisconsin",Wisconsin,Dunn,16.3,5.8
"Wahkiakum, Washington",Washington,Wahkiakum,14.9,8.5
"Price, Wisconsin",Wisconsin,Price,18.3,8.5
"Pend Oreille, Washington",Washington,Pend Oreille,16.8,9.0
"Campbell, Wyoming",Wyoming,Campbell,20.2,6.6
"Clark, Wisconsin",Wisconsin,Clark,19.9,8.0
"Mingo, West Virginia",West Virginia,Mingo,28.6,15.3
"Jefferson, Washington",Washington,Jefferson,12.4,7.7
"Whitman, Washington",Washington,Whitman,12.3,4.8
"Ritchie, West Virginia",West Virginia,Ritchie,24.6,13.3
"Carbon, Wyoming",Wyoming,Carbon,18.0,7.2
"Polk, Wisconsin",Wisconsin,Polk,17.0,7.0
"Goshen, Wyoming",Wyoming,Goshen,15.9,7.5
"Doddridge, West Virginia",West Virginia,Doddridge,24.1,11.3
"Shawano, Wisconsin",Wisconsin,Shawano,19.5,7.6
"Fremont, Wyoming",Wyoming,Fremont,18.9,7.9
"Lewis, Washington",Washington,Lewis,17.8,8.0
"Green Lake, Wisconsin",Wisconsin,Green Lake,17.6,7.7
"Tyler, West Virginia",West Virginia,Tyler,23.5,12.3
"Garfield, Washington",Washington,Garfield,14.5,7.4
"Mineral, West Virginia",West Virginia,Mineral,21.4,10.5
"Door, Wisconsin",Wisconsin,Door,13.8,6.7
"Clay, West Virginia",West Virginia,Clay,28.3,14.9
"Kewaunee, Wisconsin",Wisconsin,Kewaunee,16.9,6.5
"Sheridan, Wyoming",Wyoming,Sheridan,15.8,6.9
"Kanawha, West Virginia",West Virginia,Kanawha,22.8,10.6
"Waupaca, Wisconsin",Wisconsin,Waupaca,16.7,7.1
"Iron, Wisconsin",Wisconsin,Iron,16.9,8.8
"Manitowoc, Wisconsin",Wisconsin,Manitowoc,17.4,6.9
"Tucker, West Virginia",West Virginia,Tucker,21.3,11.4
"Grays Harbor, Washington",Washington,Grays Harbor,18.1,8.2
"Marshall, West Virginia",West Virginia,Marshall,22.0,11.3
"Pierce, Wisconsin",Wisconsin,Pierce,15.3,5.3
"Niobrara, Wyoming",Wyoming,Niobrara,21.5,10.2
"Barron, Wisconsin",Wisconsin,Barron,16.8,7.6
"Kitsap, Washington",Washington,Kitsap,14.2,5.7
"Pocahontas, West Virginia",West Virginia,Pocahontas,24.5,13.3
"Walla Walla, Washington",Washington,Walla Walla,13.6,5.9
"Pacific, Washington",Washington,Pacific,16.1,9.3
"Bayfield, Wisconsin",Wisconsin,Bayfield,15.9,7.5
"Jackson, Wisconsin",Wisconsin,Jackson,20.0,7.5
"Okanogan, Washington",Washington,Okanogan,18.9,8.7
"Johnson, Wyoming",Wyoming,Johnson,15.5,7.7
"Laramie, Wyoming",Wyoming,Laramie,16.3,6.5
"Pierce, Washington",Washington,Pierce,16.7,5.7
"Calhoun, West Virginia",West Virginia,Calhoun,26.5,14.8
"Berkeley, West Virginia",West Virginia,Berkeley,22.4,9.0
"Kenosha, Wisconsin",Wisconsin,Kenosha,17.2,5.6
"Marathon, Wisconsin",Wisconsin,Marathon,16.8,6.2
"Jefferson, West Virginia",West Virginia,Jefferson,19.2,8.1
"Platte, Wyoming",Wyoming,Platte,18.2,8.5
"Sauk, Wisconsin",Wisconsin,Sauk,16.8,6.5
"Brown, Wisconsin",Wisconsin,Brown,15.1,5.5
"Webster, West Virginia",West Virginia,Webster,26.8,15.3
"Winnebago, Wisconsin",Wisconsin,Winnebago,17.1,5.8
"Waukesha, Wisconsin",Wisconsin,Waukesha,12.6,4.7
